id,segment,word,count
FdZC6sbAFU4,15,transfer,1
FdZC6sbAFU4,15,power,1
FdZC6sbAFU4,15,leader,1
FdZC6sbAFU4,15,state,1
FdZC6sbAFU4,15,supporter,1
FdZC6sbAFU4,15,tell,1
FdZC6sbAFU4,15,capital,1
FdZC6sbAFU4,15,people,1
FdZC6sbAFU4,15,sure,1
FdZC6sbAFU4,15,trump,1
FdZC6sbAFU4,15,let,2
FdZC6sbAFU4,15,maintain,1
FdZC6sbAFU4,15,speak,1
FdZC6sbAFU4,15,stand,1
FdZC6sbAFU4,15,think,2
FdZC6sbAFU4,15,big,1
FdZC6sbAFU4,15,government,1
FdZC6sbAFU4,15,thank,1
FdZC6sbAFU4,15,scene,1
FdZC6sbAFU4,15,disgust,1
FdZC6sbAFU4,15,ask,1
FdZC6sbAFU4,15,administration,1
FdZC6sbAFU4,15,lopez,1
FdZC6sbAFU4,15,control,1
FdZC6sbAFU4,15,far,1
FdZC6sbAFU4,15,firewall,1
FdZC6sbAFU4,15,good,2
FdZC6sbAFU4,15,divide,1
FdZC6sbAFU4,15,congratulation,1
FdZC6sbAFU4,15,victor,1
FdZC6sbAFU4,15,business,1
FdZC6sbAFU4,15,appreciate,1
FdZC6sbAFU4,15,guest,1
FdZC6sbAFU4,15,reflection,1
FdZC6sbAFU4,15,evening,2
FdZC6sbAFU4,15,program,1
FdZC6sbAFU4,15,work,1
FdZC6sbAFU4,15,s,1
FdZC6sbAFU4,15,1988,1
FdZC6sbAFU4,15,shock,1
FdZC6sbAFU4,15,dismay,1
FdZC6sbAFU4,16,come,1
FdZC6sbAFU4,16,capitol,1
FdZC6sbAFU4,16,mean,1
FdZC6sbAFU4,16,extreme,2
FdZC6sbAFU4,16,like,1
FdZC6sbAFU4,16,election,2
FdZC6sbAFU4,16,people,1
FdZC6sbAFU4,16,sort,1
FdZC6sbAFU4,16,trump,2
FdZC6sbAFU4,16,let,1
FdZC6sbAFU4,16,believe,1
FdZC6sbAFU4,16,think,1
FdZC6sbAFU4,16,republican,2
FdZC6sbAFU4,16,party,1
FdZC6sbAFU4,16,fact,2
FdZC6sbAFU4,16,lose,1
FdZC6sbAFU4,16,support,1
FdZC6sbAFU4,16,honest,1
FdZC6sbAFU4,16,legitimately,1
FdZC6sbAFU4,16,constant,1
FdZC6sbAFU4,16,lie,1
FdZC6sbAFU4,16,enabler,1
FdZC6sbAFU4,16,shenanigan,1
FdZC6sbAFU4,16,found,1
FdZC6sbAFU4,16,countless,1
FdZC6sbAFU4,16,court,1
FdZC6sbAFU4,16,case,1
FdZC6sbAFU4,16,substantiate,1
FdZC6sbAFU4,16,wing,1
FdZC6sbAFU4,16,agree,1
FdZC6sbAFU4,16,okay,1
FdZC6sbAFU4,16,embarrassment,1
FdZC6sbAFU4,16,stop,2
FdZC6sbAFU4,16,group,1
FdZC6sbAFU4,16,buy,1
FdZC6sbAFU4,16,misinformation,1
FdZC6sbAFU4,16,admit,1
FdZC6sbAFU4,17,come,1
FdZC6sbAFU4,17,position,2
FdZC6sbAFU4,17,today,1
FdZC6sbAFU4,17,open,3
FdZC6sbAFU4,17,different,1
FdZC6sbAFU4,17,house,1
FdZC6sbAFU4,17,stand,1
FdZC6sbAFU4,17,think,2
FdZC6sbAFU4,17,mitch,1
FdZC6sbAFU4,17,presidency,1
FdZC6sbAFU4,17,hope,1
FdZC6sbAFU4,17,shortly,1
FdZC6sbAFU4,17,fact,2
FdZC6sbAFU4,17,action,2
FdZC6sbAFU4,17,mind,1
